2,5,0
2,5,0
2,7,0
2,7,0
2,2,0
2,2,0
4,7,0
2,3,0
2,3,0
2,6,0
2,6,0
2,4,0
2,4,0
4,5,0
2,7,0
2,7,0
2,3,0
2,3,0
2,6,0
2,6,0
4,4,0
2,7,0
2,7,0
2,3,0
2,3,0
2,6,0
2,6,0
4,4,0
2,5,0
2,5,0
2,7,0
2,7,0
2,2,0
2,2,0
4,7,0
2,3,0
2,3,0
2,6,0
2,6,0
2,4,0
2,4,0
4,5,0
